Tarih;PM10;SO2;CO;NO2;NOX;NO;PM25;IstasyonTipi;Haftasonu/Haftaici;Ay;Yil
;;;;;;;;;;;
;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;;;
2.02.2018;55,99;8,26;108,18;59,13;91,16;32,03;24,61;Kentsel;Haftaici;2;2018
1.02.2018;83,19;11,94;198,01;57,16;88,53;31,37;42,83;Kentsel;Haftaici;2;2018
31.01.2018;65,48;10,29;605,02;66,14;141,82;75,68;30,2;Kentsel;Haftaici;1;2018
30.01.2018;61,95;7,77;126,01;58,68;112,38;53,69;31,16;Kentsel;Haftaici;1;2018
29.01.2018;53,44;8,2;233,15;45,87;79,4;33,53;28,84;Kentsel;Haftaici;1;2018
28.01.2018;49,24;8,08;204,13;44,61;56,62;12,01;25,31;Kentsel;Haftasonu ;1;2018
27.01.2018;25,42;5,36;107,24;40,85;54,02;13,18;11,28;Kentsel;Haftasonu ;1;2018
26.01.2018;21,9;5,1;205,17;30,58;40,48;9,89;11,4;Kentsel;Haftaici;1;2018
25.01.2018;16,68;6,08;279,63;22,1;30,2;8,09;7,13;Kentsel;Haftaici;1;2018
24.01.2018;15,74;4,02;499,31;25,66;33,2;7,55;7,17;Kentsel;Haftaici;1;2018
23.01.2018;21,65;4,31;93,21;19,99;25,37;5,38;11,94;Kentsel;Haftaici;1;2018
22.01.2018;27,63;5,52;855,98;43,4;68,4;25;13,93;Kentsel;Haftaici;1;2018
21.01.2018;16,69;8,5;77,67;24,42;31,66;7,24;6,63;Kentsel;Haftasonu ;1;2018
20.01.2018;42,16;8,4;145,31;48;69,48;21,48;25,27;Kentsel;Haftasonu ;1;2018
19.01.2018;44,38;8,9;669,8;56,07;113,19;57,12;23,99;Kentsel;Haftaici;1;2018
18.01.2018;19,24;4,34;280,48;27,11;34,44;7,33;10,18;Kentsel;Haftaici;1;2018
17.01.2018;22,23;6,04;111,62;39,35;51,29;11,94;9,79;Kentsel;Haftaici;1;2018
16.01.2018;57,82;8,62;809,51;58,17;150,48;92,31;;Kentsel;Haftaici;1;2018
15.01.2018;39,03;6,95;271,27;32,37;44,58;12,2;17,42;Kentsel;Haftaici;1;2018
14.01.2018;25,82;4,9;814,33;33,6;47,35;13,75;20,27;Kentsel;Haftasonu ;1;2018
13.01.2018;50,45;6,5;325,75;52,46;71,46;19;27,23;Kentsel;Haftasonu ;1;2018
12.01.2018;39,48;6,9;392,61;50,55;83,8;33,25;31,3;Kentsel;Haftaici;1;2018
11.01.2018;123,09;9,55;1282,31;74,14;215,59;141,45;77,12;Kentsel;Haftaici;1;2018
10.01.2018;95,44;10,67;540,92;55,3;101,39;46,09;52,37;Kentsel;Haftaici;1;2018
9.01.2018;132,64;8,82;751,87;56,13;117,36;61,23;89,73;Kentsel;Haftaici;1;2018
8.01.2018;106,47;7,26;699,31;59,34;122,49;63,15;74,57;Kentsel;Haftaici;1;2018
7.01.2018;55,03;6,61;480,28;55,09;129,13;74,04;37,35;Kentsel;Haftasonu ;1;2018
6.01.2018;90,14;10,41;1113,26;67,1;174,92;107,82;49,8;Kentsel;Haftasonu ;1;2018
5.01.2018;70,27;8,86;215,19;60,83;101,1;40,27;38,92;Kentsel;Haftaici;1;2018
4.01.2018;30,16;6,5;939,94;61,21;107,56;46,35;20,98;Kentsel;Haftaici;1;2018
3.01.2018;37,07;7,71;156,43;45,33;64,8;19,47;19,05;Kentsel;Haftaici;1;2018
2.01.2018;70,88;8,83;532,56;52,81;122,94;70,14;44,21;Kentsel;Haftaici;1;2018
1.01.2018;37,27;12,82;564,24;38,14;60,42;22,28;27,45;Kentsel;Haftaici;1;2018
31.12.2017;46,7;9,55;254,68;51,09;70,87;19,78;33,86;Kentsel;Haftasonu ;12;2017
30.12.2017;28,76;6,24;353,47;28,91;36,39;7,48;9,37;Kentsel;Haftasonu ;12;2017
29.12.2017;42,43;8,63;257,27;44,02;58,82;14,8;17,91;Kentsel;Haftaici;12;2017
28.12.2017;82,65;10,5;867,59;78,66;165,09;86,43;43,64;Kentsel;Haftaici;12;2017
27.12.2017;108,22;10,47;1642,77;90,23;245,78;155,55;59,02;Kentsel;Haftaici;12;2017
26.12.2017;96,35;8,2;911,36;74,61;144,13;69,52;60,14;Kentsel;Haftaici;12;2017
25.12.2017;51,77;8,84;816,25;72,08;181,68;109,6;35,68;Kentsel;Haftaici;12;2017
24.12.2017;29,99;6,72;837,19;53,39;87,12;33,72;;Kentsel;Haftasonu ;12;2017
23.12.2017;38,58;5,72;433,57;42,83;61,5;18,67;24,04;Kentsel;Haftasonu ;12;2017
22.12.2017;37,43;5,85;768,19;36,5;64,39;27,89;23,81;Kentsel;Haftaici;12;2017
21.12.2017;70,72;6,19;585,8;51,92;103,26;51,34;36,54;Kentsel;Haftaici;12;2017
20.12.2017;76,03;8,68;297,39;49,98;84,59;34,61;38,38;Kentsel;Haftaici;12;2017
19.12.2017;39,31;7,06;288,55;56,26;90,56;34,3;13,03;Kentsel;Haftaici;12;2017
18.12.2017;41,14;6,82;577,36;;;;28,9;Kentsel;Haftaici;12;2017
17.12.2017;23,42;6,46;530,39;38,53;49,93;11,41;;Kentsel;Haftasonu ;12;2017
16.12.2017;85,47;10,1;235,27;62,47;116,91;54,44;46,13;Kentsel;Haftasonu ;12;2017
15.12.2017;235,64;16,47;2765,55;115,11;417,46;302,35;139,32;Kentsel;Haftaici;12;2017
14.12.2017;208,39;15,6;2597,08;99,66;352,08;252,42;117,72;Kentsel;Haftaici;12;2017
13.12.2017;139,25;10,52;1017,42;82,74;241,7;158,96;65,88;Kentsel;Haftaici;12;2017
12.12.2017;141,55;13,67;1479,18;97,95;287,76;189,81;60,19;Kentsel;Haftaici;12;2017
11.12.2017;70,74;8,64;1292,97;72,94;192,02;119,08;23,47;Kentsel;Haftaici;12;2017
10.12.2017;20,96;8,15;51,69;;;;9;Kentsel;Haftasonu ;12;2017
9.12.2017;147,3;17,33;1845,71;89,72;246,9;157,19;76,07;Kentsel;Haftasonu ;12;2017
8.12.2017;78,26;16,19;714,98;65,44;125,01;59,57;35,15;Kentsel;Haftaici;12;2017
7.12.2017;39,96;8,9;432,41;46,28;54,53;8,25;23,43;Kentsel;Haftaici;12;2017
6.12.2017;23,67;6,38;251,48;41,33;45,89;4,56;10,35;Kentsel;Haftaici;12;2017
5.12.2017;26,81;6,4;690,52;50,33;67,13;16,81;16,65;Kentsel;Haftaici;12;2017
4.12.2017;114,41;11,92;728,87;74,81;158,19;83,38;44,43;Kentsel;Haftaici;12;2017
3.12.2017;126,48;13,59;1807,48;81,23;225,11;143,88;58,14;Kentsel;Haftasonu ;12;2017
2.12.2017;119,89;13,8;1490,72;84,62;201,67;117,05;56,4;Kentsel;Haftasonu ;12;2017
1.12.2017;95,14;9,16;994,99;73,94;163,78;89,85;44,67;Kentsel;Haftaici;12;2017
30.11.2017;61,62;7,96;350,64;60,01;100,9;40,89;27,05;Kentsel;Haftaici;11;2017
29.11.2017;35,13;8,64;315,9;54,43;71,54;17,11;18,53;Kentsel;Haftaici;11;2017
28.11.2017;21,41;6,64;5,09;49,95;58,94;8,99;9,59;Kentsel;Haftaici;11;2017
27.11.2017;64,56;8,46;567,1;59,15;87,63;28,48;34,28;Kentsel;Haftaici;11;2017
26.11.2017;74,39;11,24;922,17;62,81;153,42;90,61;40,59;Kentsel;Haftasonu ;11;2017
25.11.2017;57,24;9,74;898,85;55,1;118,31;63,2;29,44;Kentsel;Haftasonu ;11;2017
24.11.2017;48,48;10,38;492,66;56,64;84,33;27,69;20,73;Kentsel;Haftaici;11;2017
23.11.2017;28,37;9,21;684,26;53,21;84,67;31,46;20,68;Kentsel;Haftaici;11;2017
22.11.2017;24,71;11,34;375,82;37,96;44,29;6,33;14,51;Kentsel;Haftaici;11;2017
21.11.2017;33,29;9,16;852,68;42,3;51,23;8,93;15,41;Kentsel;Haftaici;11;2017
20.11.2017;19,24;4,67;480,4;44,24;47,99;3,74;6,77;Kentsel;Haftaici;11;2017
19.11.2017;76,94;9,48;379,77;62,73;91,54;28,81;30,13;Kentsel;Haftasonu ;11;2017
18.11.2017;154,05;13,34;2034,68;93,63;217,47;123,84;68,05;Kentsel;Haftasonu ;11;2017
17.11.2017;;12,14;1547,38;101,02;253,53;152,51;;Kentsel;Haftaici;11;2017
16.11.2017;93,64;9,28;1095,29;71,93;129,22;57,29;29,64;Kentsel;Haftaici;11;2017
15.11.2017;121,27;12,09;1612,86;85,82;211,97;126,15;40,94;Kentsel;Haftaici;11;2017
14.11.2017;119;12,13;2060,75;80,28;217,62;137,34;38,24;Kentsel;Haftaici;11;2017
13.11.2017;97,57;11,47;357,04;77,42;136,84;59,42;30,18;Kentsel;Haftaici;11;2017
12.11.2017;108,44;8,7;1077,53;66,6;176,96;110,36;47,2;Kentsel;Haftasonu ;11;2017
11.11.2017;109,39;12,49;734,4;71,87;168,92;97,05;55;Kentsel;Haftasonu ;11;2017
10.11.2017;101,95;15,1;735,84;66,56;172,23;105,67;47,82;Kentsel;Haftaici;11;2017
9.11.2017;134,86;9;1468,13;85,47;256,92;171,45;62,86;Kentsel;Haftaici;11;2017
8.11.2017;120,07;9,27;964,15;79,84;212,6;132,76;60;Kentsel;Haftaici;11;2017
7.11.2017;77,24;9,81;1371,28;70,1;193,05;122,95;40,28;Kentsel;Haftaici;11;2017
6.11.2017;42,96;5,23;1302,69;45,79;78,43;32,65;25,88;Kentsel;Haftaici;11;2017
5.11.2017;42,52;7,52;802,59;47,08;66;18,92;30,08;Kentsel;Haftasonu ;11;2017
4.11.2017;91,4;9,36;293,21;64,78;94,28;29,51;34,84;Kentsel;Haftasonu ;11;2017
3.11.2017;112,97;10,93;1197,11;92,52;282,09;189,57;45,05;Kentsel;Haftaici;11;2017
2.11.2017;90,85;8,19;794,84;76,87;211,65;134,78;38,69;Kentsel;Haftaici;11;2017
1.11.2017;37,08;9,8;290,74;45,5;74,43;28,93;18,11;Kentsel;Haftaici;11;2017
31.10.2017;36,46;8,2;2097,86;41,75;62,05;20,3;12,83;Kentsel;Haftaici;10;2017
30.10.2017;26,65;6,13;364,34;37,39;48,65;11,27;11,82;Kentsel;Haftaici;10;2017
29.10.2017;22,91;4,98;1234,61;43,26;76,46;33,2;12,03;Kentsel;Haftasonu ;10;2017
28.10.2017;71,36;6,55;607,56;57,22;110,41;53,19;28,21;Kentsel;Haftasonu ;10;2017
27.10.2017;54,28;6,34;1005,26;56,27;112,2;55,93;22,86;Kentsel;Haftaici;10;2017
26.10.2017;49,94;11,23;742,79;40,64;76,68;36,04;19,32;Kentsel;Haftaici;10;2017
25.10.2017;26,09;6,21;381,22;30,4;40,96;10,56;12,35;Kentsel;Haftaici;10;2017
24.10.2017;119,8;7,6;586,36;50,64;93,91;43,27;22,51;Kentsel;Haftaici;10;2017
23.10.2017;103,57;12,21;686,04;73,35;148,18;74,83;26,06;Kentsel;Haftaici;10;2017
22.10.2017;82,63;22,48;617,96;66,32;159,21;92,89;25,32;Kentsel;Haftasonu ;10;2017
21.10.2017;101,11;22,77;1108,48;73,26;192,24;118,98;28,37;Kentsel;Haftasonu ;10;2017
20.10.2017;113,45;12,05;1322,16;83,28;248,95;165,68;31,33;Kentsel;Haftaici;10;2017
19.10.2017;121,97;9,23;1252,49;83,81;252,37;168,56;28,07;Kentsel;Haftaici;10;2017
18.10.2017;93,44;9,3;2449,68;65,25;166,07;100,82;23;Kentsel;Haftaici;10;2017
17.10.2017;57,36;6,19;1791,65;49,97;101,56;51,59;15,03;Kentsel;Haftaici;10;2017
16.10.2017;44,19;10,34;1465,14;38,08;53,46;15,38;13,13;Kentsel;Haftaici;10;2017
15.10.2017;31,41;5,02;;39,07;63,42;24,35;13,48;Kentsel;Haftasonu ;10;2017
14.10.2017;39,72;6,67;795,3;46,97;58,61;11,63;13,67;Kentsel;Haftasonu ;10;2017
13.10.2017;74,76;10,77;1733,03;78,45;192,74;114,29;23,79;Kentsel;Haftaici;10;2017
12.10.2017;51,85;6,15;2096,83;59,04;122,75;63,72;17,81;Kentsel;Haftaici;10;2017
11.10.2017;51,05;6,33;597,73;62,27;105,62;43,35;18,05;Kentsel;Haftaici;10;2017
10.10.2017;42,69;8,31;1873,19;52,67;85,24;32,57;17,84;Kentsel;Haftaici;10;2017
9.10.2017;30,77;7,19;639,89;45,95;59,07;13,12;16,62;Kentsel;Haftaici;10;2017
8.10.2017;47,92;5,78;402,63;25,93;28,67;2,73;11,43;Kentsel;Haftasonu ;10;2017
7.10.2017;68,83;6,18;1978,32;53,53;68,17;14,64;18,5;Kentsel;Haftasonu ;10;2017
6.10.2017;68,4;6,77;2515,71;74,36;177,1;102,74;17,17;Kentsel;Haftaici;10;2017
5.10.2017;67,17;8,64;2270,86;72,13;150,57;78,44;21,05;Kentsel;Haftaici;10;2017
4.10.2017;59,13;4,91;386,56;58,11;105,32;47,22;15,56;Kentsel;Haftaici;10;2017
3.10.2017;38,41;;1984,79;50,09;66,31;16,21;11,61;Kentsel;Haftaici;10;2017
2.10.2017;19,11;4,37;;29,6;32,47;2,87;7,04;Kentsel;Haftaici;10;2017
1.10.2017;30,01;4,94;;37,23;45,48;8,26;12,32;Kentsel;Haftasonu ;10;2017
30.09.2017;47,06;3,94;816,5;34,72;41,05;6,33;13,05;Kentsel;Haftasonu ;9;2017
29.09.2017;51,06;3,86;751,37;37,42;43,32;5,9;16,72;Kentsel;Haftaici;9;2017
28.09.2017;45,76;5,66;976,34;31,04;34,63;3,59;14,77;Kentsel;Haftaici;9;2017
27.09.2017;50,26;8,71;1012,61;51,83;75,35;23,53;19,86;Kentsel;Haftaici;9;2017
26.09.2017;47,28;4,9;523,48;55,34;77,2;21,87;14,3;Kentsel;Haftaici;9;2017
25.09.2017;57,76;6,65;858,87;51,89;71,48;19,59;12,2;Kentsel;Haftaici;9;2017
24.09.2017;59,38;5,44;1262,36;55,63;73,59;17,96;16,83;Kentsel;Haftasonu ;9;2017
23.09.2017;48,43;8,43;391,68;42,23;51,69;9,46;16,33;Kentsel;Haftasonu ;9;2017
22.09.2017;36,38;6,92;155,29;31,38;34,56;3,18;10,41;Kentsel;Haftaici;9;2017
21.09.2017;112,45;5,51;2138,26;41,3;55,05;13,75;20,63;Kentsel;Haftaici;9;2017
20.09.2017;83,86;8,5;728,21;65,21;134,92;69,71;23,52;Kentsel;Haftaici;9;2017
19.09.2017;105,8;8,53;636,43;56,07;71,56;15,49;25,49;Kentsel;Haftaici;9;2017
18.09.2017;102,72;7,35;887,25;96,71;188,09;91,38;30,31;Kentsel;Haftaici;9;2017
17.09.2017;94,81;8,49;964,21;62,87;102,6;39,73;24,61;Kentsel;Haftasonu ;9;2017
16.09.2017;97,12;7,63;919,06;65;89,42;24,43;24,77;Kentsel;Haftasonu ;9;2017
15.09.2017;99,81;8,65;1399,02;83,75;159,65;75,9;24,7;Kentsel;Haftaici;9;2017
14.09.2017;80,57;8,02;784,53;47,29;55,85;8,56;15,99;Kentsel;Haftaici;9;2017
13.09.2017;131,95;9,64;1022,17;68,81;117,05;48,24;26,77;Kentsel;Haftaici;9;2017
12.09.2017;100,1;9,35;846,98;70,57;120,84;50,26;26,23;Kentsel;Haftaici;9;2017
11.09.2017;99,59;6,11;944,75;69,45;135,4;65,95;21,95;Kentsel;Haftaici;9;2017
10.09.2017;98,91;9,48;1200,35;54,57;101,67;47,1;22,99;Kentsel;Haftasonu ;9;2017
9.09.2017;62,95;8,68;1412,45;70,12;111,16;41,04;15,58;Kentsel;Haftasonu ;9;2017
8.09.2017;63,52;9,29;1161,42;86,79;156,73;69,94;14,83;Kentsel;Haftaici;9;2017
7.09.2017;43,92;5,91;849,87;72,57;120,36;47,79;13,15;Kentsel;Haftaici;9;2017
6.09.2017;27,17;8,33;326,69;15,74;17,69;1,94;10,02;Kentsel;Haftaici;9;2017
5.09.2017;61,09;9,34;1075,89;42,79;52,45;9,66;20,04;Kentsel;Haftaici;9;2017
4.09.2017;40,13;8,51;873,3;49,13;67,71;18,58;14,66;Kentsel;Haftaici;9;2017
3.09.2017;32,04;11,33;958;52,49;79,55;27,06;13,67;Kentsel;Haftasonu ;9;2017
2.09.2017;25,35;10,03;744,67;52,56;81,8;29,24;10,98;Kentsel;Haftasonu ;9;2017
1.09.2017;22,27;8,27;264,51;39,94;47,24;7,31;6,89;Kentsel;Haftaici;9;2017
31.08.2017;20,56;7,4;403,12;10,94;12,33;1,4;8,07;Kentsel;Haftaici;8;2017
30.08.2017;37,44;6,39;877,68;;;;13,22;Kentsel;Haftaici;8;2017
29.08.2017;45,57;6,18;814,43;38,16;42,01;3,84;13,46;Kentsel;Haftaici;8;2017
28.08.2017;37,16;7,82;654,7;18,25;19,32;1,07;11,25;Kentsel;Haftaici;8;2017
27.08.2017;41,47;6,2;631,3;32,53;35,81;3,29;11,55;Kentsel;Haftasonu ;8;2017
26.08.2017;28,36;5,72;516,02;20,9;22,41;1,51;8,47;Kentsel;Haftasonu ;8;2017
25.08.2017;36,03;5,99;538,6;21,26;23,16;1,89;9,55;Kentsel;Haftaici;8;2017
24.08.2017;32,97;6,63;455,49;27,32;29,3;1,98;12,74;Kentsel;Haftaici;8;2017
23.08.2017;30,13;7,88;210,6;36,07;41,08;5;8,77;Kentsel;Haftaici;8;2017
22.08.2017;32,24;9,97;452,8;27,57;29,56;1,98;12,81;Kentsel;Haftaici;8;2017
21.08.2017;37,4;7,59;656,05;47,49;54,02;6,53;11,49;Kentsel;Haftaici;8;2017
20.08.2017;50,08;9,51;686,54;49,69;76,63;26,94;16,15;Kentsel;Haftasonu ;8;2017
19.08.2017;49,26;8,81;799,65;48,56;63,34;14,78;16,75;Kentsel;Haftasonu ;8;2017
18.08.2017;37,31;7,35;613,24;27;29,03;2,02;21,62;Kentsel;Haftaici;8;2017
17.08.2017;39,93;6,51;904,89;48,58;56,04;7,46;16,62;Kentsel;Haftaici;8;2017
16.08.2017;;7,5;913,75;33,73;37,09;3,36;;Kentsel;Haftaici;8;2017
15.08.2017;54,15;9,79;687,05;;;;17,74;Kentsel;Haftaici;8;2017
14.08.2017;71,33;1,65;1233,24;;;;19,73;Kentsel;Haftaici;8;2017
13.08.2017;60,17;12,8;89,88;58,22;112,57;54,35;21,62;Kentsel;Haftasonu ;8;2017
12.08.2017;52,23;43,98;1876,4;26,95;35,45;8,49;17,03;Kentsel;Haftasonu ;8;2017
11.08.2017;50,12;10,74;296,09;17,36;27,95;10,59;17,16;Kentsel;Haftaici;8;2017
10.08.2017;45,06;46,82;;20,88;29,82;8,94;13,07;Kentsel;Haftaici;8;2017
9.08.2017;80,78;;202,14;27,19;38,03;10,85;18,56;Kentsel;Haftaici;8;2017
8.08.2017;49,51;42,16;;43,42;56,52;13,11;15,4;Kentsel;Haftaici;8;2017
7.08.2017;66,34;7,83;893,22;78,01;124,05;46,03;20,6;Kentsel;Haftaici;8;2017
6.08.2017;39,61;40,6;;42,78;54,74;11,96;15,18;Kentsel;Haftasonu ;8;2017
5.08.2017;49,12;12,26;742,65;29,94;41,24;11,29;17,54;Kentsel;Haftasonu ;8;2017
4.08.2017;40,64;31,18;1581,5;48,92;61,97;13,06;20,29;Kentsel;Haftaici;8;2017
3.08.2017;60,02;7,92;495,25;23,45;35,1;11,64;16,57;Kentsel;Haftaici;8;2017
2.08.2017;42,39;40,07;;28,01;37,96;9,95;11,19;Kentsel;Haftaici;8;2017
1.08.2017;45,23;11,26;1252,46;31,86;44,16;12,29;12,59;Kentsel;Haftaici;8;2017
31.07.2017;23,09;34,95;;19,79;28,12;8,33;6,01;Kentsel;Haftaici;7;2017
30.07.2017;30,7;9,61;554,45;17,17;25,82;8,65;10,44;Kentsel;Haftasonu ;7;2017
29.07.2017;23,63;32,5;;21,09;26,27;5,18;;Kentsel;Haftasonu ;7;2017
28.07.2017;47,49;14,18;158,5;20,78;26,07;5,29;13,86;Kentsel;Haftaici;7;2017
27.07.2017;79,83;40,48;;28,81;36,95;8,15;15,99;Kentsel;Haftaici;7;2017
26.07.2017;88,55;9,9;433,45;51,55;81,61;30,06;18,09;Kentsel;Haftaici;7;2017
25.07.2017;43,29;38,43;;54,46;92,7;38,24;15,97;Kentsel;Haftaici;7;2017
24.07.2017;46,22;13,77;399,62;32,32;40,86;8,54;17,24;Kentsel;Haftaici;7;2017
23.07.2017;22,95;35,5;;15,78;20,35;4,57;5,72;Kentsel;Haftasonu ;7;2017
22.07.2017;43,7;;503,07;31,28;35,66;4,38;16,48;Kentsel;Haftasonu ;7;2017
21.07.2017;30,65;17,61;;22,26;25,62;3,36;8,91;Kentsel;Haftaici;7;2017
20.07.2017;44,62;;482,86;17,11;20,45;3,34;14,64;Kentsel;Haftaici;7;2017
19.07.2017;29,71;13,3;;16,92;20,39;3,47;11,5;Kentsel;Haftaici;7;2017
18.07.2017;56,92;;450,95;19,08;22,98;3,9;20,34;Kentsel;Haftaici;7;2017
17.07.2017;37,57;17,59;;54,48;65,89;11,41;12,58;Kentsel;Haftaici;7;2017
16.07.2017;44,05;4,99;770,9;19,37;138,37;118,99;17,98;Kentsel;Haftasonu ;7;2017
15.07.2017;49,79;6,96;641,26;16,3;134,8;118,51;15,95;Kentsel;Haftasonu ;7;2017
14.07.2017;41,11;5,61;316,72;17,1;155,74;138,63;11,75;Kentsel;Haftaici;7;2017
13.07.2017;48,07;3,49;349,85;17,89;150,19;132,3;11,83;Kentsel;Haftaici;7;2017
12.07.2017;48,56;3,48;441,9;21,62;157,13;135,51;11,53;Kentsel;Haftaici;7;2017
11.07.2017;37,86;4,58;332,29;20,12;144,93;124,81;11,02;Kentsel;Haftaici;7;2017
10.07.2017;29,9;5,02;344,36;15,9;129,68;113,78;6,37;Kentsel;Haftaici;7;2017
9.07.2017;23,74;4,14;118,65;13,32;104,45;91,13;7,44;Kentsel;Haftasonu ;7;2017
8.07.2017;29,32;6,26;263,89;12,41;92,5;80,08;9,94;Kentsel;Haftasonu ;7;2017
7.07.2017;28,08;5,53;352,33;12,22;104,85;92,63;10,46;Kentsel;Haftaici;7;2017
6.07.2017;23,94;3,16;473,91;12,13;103,24;91,11;6,97;Kentsel;Haftaici;7;2017
5.07.2017;27,59;3,94;1054,59;12,09;100,19;88,1;7,51;Kentsel;Haftaici;7;2017
4.07.2017;53,6;5,01;381,14;13,82;93,74;79,92;18,61;Kentsel;Haftaici;7;2017
3.07.2017;49,05;6,22;126,49;28,49;198,85;170,35;15,22;Kentsel;Haftaici;7;2017
2.07.2017;35,09;4,58;356,27;31,77;182,23;150,46;12,59;Kentsel;Haftasonu ;7;2017
1.07.2017;53,08;5,22;206,14;17,97;136,97;119,01;15,95;Kentsel;Haftasonu ;7;2017
30.06.2017;64,95;6,07;331,87;15,71;143,63;127,92;17,74;Kentsel;Haftaici;6;2017
29.06.2017;29,58;9,03;227,85;15,98;98,55;82,57;13,1;Kentsel;Haftaici;6;2017
28.06.2017;38,4;11,74;426,16;16,03;95,28;79,24;15,25;Kentsel;Haftaici;6;2017
27.06.2017;33,53;6,77;845;17,62;110,79;93,17;18,22;Kentsel;Haftaici;6;2017
26.06.2017;19,08;3,6;610,77;19,62;99,01;79,39;;Kentsel;Haftaici;6;2017
25.06.2017;21,53;3,39;889,49;14,18;72,24;58,05;9,23;Kentsel;Haftasonu ;6;2017
24.06.2017;32,68;9,21;659,66;11,33;76,07;64,73;16,59;Kentsel;Haftasonu ;6;2017
23.06.2017;36,09;3,67;426,37;16,79;86,14;69,35;14,58;Kentsel;Haftaici;6;2017
22.06.2017;28,1;4,76;589,56;11,19;87,56;76,36;10,81;Kentsel;Haftaici;6;2017
21.06.2017;50,59;2,52;932,26;15,93;74,31;58,37;21,78;Kentsel;Haftaici;6;2017
20.06.2017;28,53;3,49;373,11;12,53;35,88;23,36;12,03;Kentsel;Haftaici;6;2017
19.06.2017;28,9;3,99;428,83;14,09;46,44;32,36;17,99;Kentsel;Haftaici;6;2017
18.06.2017;34,36;8,46;631,68;16,01;36,61;20,6;;Kentsel;Haftasonu ;6;2017
17.06.2017;39,48;4,59;378,43;16,06;48,17;32,1;12,67;Kentsel;Haftasonu ;6;2017
16.06.2017;29,77;4,73;51,45;10,45;33,83;23,38;10,5;Kentsel;Haftaici;6;2017
15.06.2017;37,67;5,17;335,86;19,6;34,22;14,63;14,5;Kentsel;Haftaici;6;2017
14.06.2017;42,53;6,71;314,56;11,29;41,3;30,01;14,65;Kentsel;Haftaici;6;2017
13.06.2017;37,42;3,3;262,1;16,4;74,04;57,64;10,25;Kentsel;Haftaici;6;2017
12.06.2017;28,85;4,77;547,61;12,46;50,36;37,89;9,27;Kentsel;Haftaici;6;2017
11.06.2017;24,32;3,85;320,76;12,95;44,52;31,57;11,94;Kentsel;Haftasonu ;6;2017
10.06.2017;23,96;7,66;119,51;11,23;31,15;19,91;8,65;Kentsel;Haftasonu ;6;2017
9.06.2017;30,79;5,38;503,53;12,78;48,4;35,62;12,27;Kentsel;Haftaici;6;2017
8.06.2017;52,95;6,15;430,34;14,06;76,95;62,89;20,41;Kentsel;Haftaici;6;2017
7.06.2017;46,63;6,09;665,52;19,87;88,87;69;18,29;Kentsel;Haftaici;6;2017
6.06.2017;22,6;5,18;459,94;18,39;58,91;40,52;;Kentsel;Haftaici;6;2017
5.06.2017;33,32;2,84;502,29;18,93;70,56;51,62;13,14;Kentsel;Haftaici;6;2017
4.06.2017;34,61;6,1;654,05;17,21;67,5;50,29;16,54;Kentsel;Haftasonu ;6;2017
3.06.2017;39,64;2,88;472,41;19,27;85,88;66,61;15,73;Kentsel;Haftasonu ;6;2017
2.06.2017;40,32;4,45;1167,58;20,4;68,16;47,75;14,93;Kentsel;Haftaici;6;2017
1.06.2017;36,94;4,67;762,24;15,01;56,38;41,37;18,42;Kentsel;Haftaici;6;2017
31.05.2017;29;6,97;956,3;17,95;44,25;26,3;13,2;Kentsel;Haftaici;5;2017
30.05.2017;19,82;3,09;745,34;12,32;26,8;14,48;8,16;Kentsel;Haftaici;5;2017
29.05.2017;23,62;2,55;673,93;;;;8,26;Kentsel;Haftaici;5;2017
28.05.2017;18,37;3,83;377,9;9,86;39,59;29,72;;Kentsel;Haftasonu ;5;2017
27.05.2017;25,34;4,57;650,93;16,72;51,41;34,69;16,71;Kentsel;Haftasonu ;5;2017
26.05.2017;31,22;3,73;972,2;20,49;63,1;42,61;19,58;Kentsel;Haftaici;5;2017
25.05.2017;36,33;4,06;530,76;19,65;54,94;35,29;11,03;Kentsel;Haftaici;5;2017
24.05.2017;30,48;6,7;654,48;23,07;57,25;34,17;10,39;Kentsel;Haftaici;5;2017
23.05.2017;29,25;3,27;381,25;22,25;37,96;15,7;9;Kentsel;Haftaici;5;2017
22.05.2017;25,89;3,66;125,29;22,89;35,55;12,66;9,09;Kentsel;Haftaici;5;2017
21.05.2017;28,72;7,69;499,86;19,7;36,16;16,45;13,33;Kentsel;Haftasonu ;5;2017
20.05.2017;24,5;6,95;198,04;16,48;34,16;17,69;9,19;Kentsel;Haftasonu ;5;2017
19.05.2017;11,18;4,45;392,9;13,36;39,78;26,42;5,49;Kentsel;Haftaici;5;2017
18.05.2017;33,26;3,16;570,94;21,91;47,19;25,27;9,75;Kentsel;Haftaici;5;2017
17.05.2017;33,95;2,81;548,06;29,16;52,78;23,62;8,59;Kentsel;Haftaici;5;2017
16.05.2017;23,46;1,9;296,66;19,54;51,02;31,48;5,71;Kentsel;Haftaici;5;2017
15.05.2017;15,87;1,57;302,93;15,26;24,92;9,66;3,91;Kentsel;Haftaici;5;2017
14.05.2017;105,78;5,26;480,49;16,26;19,35;3,09;19,78;Kentsel;Haftasonu ;5;2017
13.05.2017;136,13;4,22;670,64;36,61;43,23;6,63;23,01;Kentsel;Haftasonu ;5;2017
